# Input: ../as20graph.txt
# Nodes: 6474    Edges: 12572
# Algoritm: Clauset-Newman-Moore
# Modularity: 0.611409
# Communities: 34
# NId	CommunityId
1	0
3	0
6	0
32	0
46	0
48	0
63	0
70	0
86	0
89	0
90	0
144	0
157	0
174	0
189	0
199	0
625	0
763	0
1311	0
1668	0
1673	0
1830	0
2637	0
2685	0
2714	0
3126	0
3134	0
3360	0
3479	0
3495	0
3527	0
3578	0
3703	0
4247	0
4257	0
4278	0
4574	0
4583	0
4963	0
5662	0
5684	0
5691	0
5723	0
5736	0
5760	0
5790	0
6073	0
6139	0
6150	0
6221	0
6227	0
6300	0
6301	0
6350	0
6379	0
6425	0
6433	0
6536	0
6541	0
6555	0
6566	0
6633	0
6652	0
6932	0
6966	0
6989	0
7037	0
7047	0
7140	0
7152	0
7157	0
7170	0
7182	0
7203	0
7219	0
7269	0
7318	0
7323	0
7346	0
7355	0
7384	0
7386	0
7392	0
7426	0
7430	0
7823	0
7862	0
7923	0
8002	0
8009	0
8016	0
8017	0
8076	0
8084	0
8090	0
8091	0
8092	0
8097	0
8112	0
8113	0
8114	0
8118	0
8132	0
8146	0
8161	0
9156	0
10257	0
10266	0
10273	0
10302	0
10317	0
10355	0
10361	0
10437	0
10559	0
10581	0
10615	0
10616	0
10657	0
10700	0
10725	0
10809	0
10839	0
10934	0
11015	0
11027	0
11039	0
11086	0
11145	0
11146	0
11148	0
11207	0
11221	0
11291	0
11302	0
11324	0
11329	0
11347	0
11417	0
11435	0
11513	0
11524	0
11527	0
11552	0
11572	0
11573	0
11661	0
11710	0
11721	0
11729	0
11765	0
11784	0
11817	0
11839	0
11841	0
11855	0
11869	0
11928	0
12003	0
12013	0
12025	0
12037	0
12073	0
12079	0
12178	0
12184	0
12206	0
12208	0
12214	0
12228	0
12273	0
13315	0
13358	0
13384	0
13400	0
13461	0
13599	0
13646	0
13649	0
13716	0
13790	0
13832	0
13845	0
13850	0
13857	0
13865	0
13920	0
13942	0
14098	0
14150	0
690	0
1294	0
1663	0
1666	0
2140	0
2749	0
3799	0
3957	0
4314	0
4444	0
4543	0
4596	0
5939	0
6404	0
6948	0
7165	0
7301	0
10337	0
10339	0
10499	0
11123	0
11376	0
11494	0
11605	0
11635	0
11649	0
11667	0
11790	0
11866	0
11982	0
12018	0
12027	0
12128	0
12142	0
12180	0
12238	0
13496	0
13541	0
13608	0
13633	0
13741	0
13837	0
13883	0
13963	0
568	0
7774	0
13553	0
13841	0
3424	0
555	0
721	0
5651	0
6243	0
6311	0
7283	0
10690	0
11868	0
1742	0
10722	0
10962	0
11479	0
13387	0
13924	0
3364	0
3594	0
5675	0
7997	0
10254	0
13523	0
13	0
22	0
83	0
84	0
132	0
149	0
175	0
252	0
298	0
303	0
374	0
523	0
592	0
1242	0
1260	0
1453	0
1455	0
1456	0
1485	0
1503	0
1655	0
3520	0
5058	0
5264	0
5856	0
5957	0
5976	0
1698	0
2688	0
3080	0
5680	0
5681	0
7288	0
1321	0
1323	0
1324	0
1326	0
1327	0
1328	0
1329	0
1330	0
1331	0
1332	0
1333	0
1667	0
1670	0
1672	0
1674	0
1677	0
1687	0
77	0
10256	0
13489	0
11990	0
2752	0
8973	0
3403	0
4472	0
4547	0
6654	0
10441	0
11313	0
13395	0
13921	0
13398	0
1263	0
10489	0
11762	0
13653	0
14297	0
268	0
11149	0
1682	0
2056	0
10593	0
10681	0
65051	0
8065	0
213	0
5855	0
5881	0
2839	0
37	0
139	0
219	0
222	0
255	0
272	0
395	0
398	0
400	0
412	0
422	0
424	0
440	0
467	0
497	0
637	0
638	0
745	0
765	0
767	0
999	0
1317	0
1451	0
1452	0
1458	0
1459	0
1460	0
1462	0
1464	0
1466	0
1471	0
1472	0
1474	0
1475	0
1476	0
1477	0
1480	0
1482	0
1488	0
1489	0
1491	0
1492	0
1494	0
1498	0
1499	0
1504	0
1505	0
1507	0
1521	0
1527	0
1531	0
1533	0
1590	0
1591	0
1598	0
1727	0
1874	0
1904	0
1914	0
1959	0
2046	0
3146	0
3475	0
4123	0
5109	0
5180	0
5181	0
5927	0
5954	0
5961	0
5962	0
5972	0
5974	0
6000	0
6595	0
227	0
724	0
619	0
635	0
747	0
1600	0
1602	0
1637	0
1649	0
1985	0
1989	0
5303	0
5872	0
5958	0
1733	0
1913	0
5978	0
2721	0
385	0
1556	0
1559	0
1562	0
1564	0
1569	0
1580	0
1589	0
1984	0
2632	0
2746	0
5256	0
5839	0
772	0
1665	0
1675	0
1697	0
3394	0
11923	0
1461	0
5295	0
3916	0
10299	0
1657	0
1660	0
10519	0
1695	0
7865	0
3725	0
6462	0
1662	0
2559	0
3358	0
8252	0
14308	0
8601	0
33	1
202	1
226	1
293	1
297	1
600	1
668	1
1746	1
2041	1
2497	1
2511	1
2828	1
2914	1
3356	1
3491	1
3720	1
3847	1
3914	1
3932	1
3967	1
4006	1
4355	1
4436	1
4527	1
4544	1
4565	1
5000	1
5646	1
5727	1
6113	1
6261	1
6320	1
6453	1
6461	1
6467	1
6716	1
7193	1
7374	1
7473	1
8137	1
8959	1
10487	1
11285	1
13498	1
703	1
715	1
1280	1
2516	1
3407	1
3462	1
3557	1
3563	1
4136	1
4183	1
4496	1
4540	1
4637	1
4694	1
4722	1
4969	1
5670	1
5705	1
6066	1
6163	1
6335	1
6345	1
6365	1
6395	1
6405	1
6623	1
6660	1
6921	1
7014	1
7019	1
7194	1
7336	1
7515	1
7922	1
8011	1
8175	1
8960	1
9269	1
9739	1
10265	1
10275	1
10368	1
10461	1
10944	1
11233	1
11388	1
11908	1
11992	1
12076	1
97	1
103	1
234	1
237	1
683	1
1778	1
2568	1
2905	1
3066	1
3130	1
3396	1
3727	1
3783	1
3807	1
3819	1
3838	1
3933	1
3946	1
3951	1
4134	1
4258	1
4912	1
5081	1
5637	1
6079	1
6259	1
6326	1
6358	1
6402	1
6427	1
6481	1
6493	1
6561	1
6577	1
6939	1
6942	1
7086	1
7091	1
7118	1
7599	1
7911	1
7960	1
7964	1
8028	1
10279	1
10602	1
10686	1
10836	1
11018	1
11076	1
11110	1
11186	1
11205	1
11303	1
11517	1
11608	1
11837	1
11874	1
12050	1
12106	1
12266	1
13340	1
13557	1
13691	1
13826	1
13884	1
14088	1
14402	1
378	1
3789	1
3856	1
4555	1
5726	1
6123	1
6200	1
6368	1
6902	1
6992	1
7397	1
10244	1
4553	1
16	1
25	1
31	1
38	1
45	1
68	1
160	1
188	1
291	1
292	1
693	1
1842	1
1852	1
2505	1
2640	1
3128	1
3152	1
3380	1
3428	1
3429	1
3431	1
3671	1
6406	1
7539	1
7610	1
10764	1
11135	1
11422	1
14101	1
3662	1
4459	1
4651	1
4755	1
4761	1
4765	1
4799	1
6648	1
7526	1
9418	1
9557	1
10396	1
4274	1
4780	1
9430	1
11919	1
2498	1
2500	1
2510	1
2513	1
2514	1
2515	1
2518	1
2519	1
2521	1
2526	1
2527	1
2554	1
2687	1
2907	1
2915	1
4197	1
4672	1
4673	1
4677	1
4678	1
4680	1
4681	1
4682	1
4688	1
4689	1
4691	1
4692	1
4702	1
4704	1
4713	1
4716	1
4723	1
4725	1
4732	1
4774	1
4777	1
7500	1
7501	1
7516	1
7518	1
7519	1
7521	1
7522	1
7531	1
7664	1
7668	1
7670	1
7671	1
7672	1
7673	1
7676	1
7679	1
7682	1
7685	1
7691	1
7811	1
9364	1
9365	1
6367	1
7497	1
7643	1
8781	1
10772	1
2042	1
4631	1
4793	1
7696	1
9499	1
10684	1
752	1
3734	1
3925	1
4058	1
4352	1
4645	1
4654	1
4657	1
4743	1
4775	1
4778	1
6936	1
7380	1
7468	1
7482	1
7581	1
7735	1
7783	1
7784	1
7961	1
8121	1
9448	1
9671	1
10245	1
10811	1
10993	1
11414	1
11545	1
11697	1
12008	1
13446	1
13861	1
13867	1
4198	1
10743	1
1850	1
4319	1
4609	1
4618	1
4621	1
4628	1
4741	1
4776	1
4803	1
5610	1
6639	1
6677	1
7470	1
7491	1
7568	1
7928	1
8346	1
8452	1
8460	1
9050	1
9155	1
9304	1
9474	1
9505	1
9534	1
10307	1
11081	1
11166	1
12385	1
12455	1
12524	1
12632	1
12880	1
14166	1
14179	1
14453	1
5641	1
4276	1
7233	1
762	1
5671	1
5740	1
6317	1
6489	1
6525	1
6982	1
8010	1
8059	1
8179	1
10439	1
10753	1
11024	1
13410	1
14313	1
14355	1
4989	1
10445	1
10475	1
11444	1
11672	1
9425	1
797	1
2381	1
3581	1
3845	1
5700	1
6136	1
6214	1
6349	1
6496	1
7326	1
7660	1
10601	1
10692	1
10768	1
11044	1
11526	1
11689	1
127	1
4554	1
5655	1
6508	1
10596	1
5384	1
8961	1
3718	1
4378	1
6621	1
7045	1
7750	1
10701	1
11222	1
13385	1
8001	1
5088	1
6354	1
6416	1
6565	1
7280	1
10703	1
10784	1
11216	1
13910	1
14245	1
14246	1
5503	1
8647	1
6182	1
7962	1
7985	1
11551	1
14387	1
3758	1
24	1
41	1
270	1
288	1
1254	1
1749	1
1843	1
159	1
3112	1
11777	1
2274	1
2532	1
11179	1
7270	1
3110	1
6472	1
7044	1
7436	1
10289	1
11209	1
13580	1
173	1
7825	1
11965	1
6187	1
4	1
47	1
131	1
299	1
6106	1
151	1
2008	1
2706	1
2772	1
4610	1
4611	1
4614	1
4623	1
4627	1
4641	1
4644	1
4655	1
4656	1
4748	1
4760	1
5085	1
7479	1
7483	1
7484	1
7499	1
7565	1
7577	1
7578	1
7589	1
7646	1
7695	1
9420	1
9440	1
9444	1
9504	1
9584	1
9590	1
9653	1
9658	1
9666	1
9729	1
9742	1
5099	1
8952	1
7634	1
9292	1
9719	1
4624	1
4639	1
4650	1
4658	1
4764	1
4773	1
4849	1
7471	1
7540	1
7651	1
7659	1
9293	1
9409	1
9502	1
9655	1
9660	1
9665	1
4709	1
4728	1
7506	1
7513	1
7669	1
9374	1
4683	1
4711	1
4719	1
7503	1
7512	1
7514	1
7683	1
7686	1
7689	1
9352	1
4747	1
4781	1
4782	1
4783	1
7534	1
7535	1
7541	1
9283	1
9312	1
9415	1
9416	1
9450	1
9674	1
9680	1
9749	1
9785	1
9372	1
3084	1
4686	1
4693	1
4720	1
9359	1
9369	1
9435	1
8366	1
2524	1
4675	1
4724	1
7523	1
7525	1
7529	1
7661	1
7665	1
7690	1
9356	1
9362	1
8202	1
8897	1
4685	1
4703	1
4758	1
7306	1
7527	1
7667	1
7678	1
8375	1
9497	1
7177	1
8115	1
13662	1
229	1
10797	1
6289	1
10629	1
11308	1
3460	1
14031	1
13394	1
4729	1
7472	1
9419	1
9434	1
6260	1
12070	1
13944	1
13960	1
14228	1
5712	1
7238	1
5686	1
13858	1
11782	1
10742	1
13406	1
3686	1
10744	1
3363	1
4142	1
4158	1
7650	1
7722	1
9366	1
9513	1
9714	1
9732	1
7674	1
9515	1
11158	1
13495	1
4432	1
4560	1
7216	1
11747	1
13442	1
7226	1
12066	1
9747	1
9498	1
9520	1
2501	1
2503	1
2504	1
2506	1
2508	1
2520	1
4730	1
4808	1
7640	1
9395	1
4434	1
4795	1
4800	1
11963	1
4109	1
3136	1
4717	1
9367	1
2525	1
7502	1
7524	1
7662	1
9353	1
9358	1
9371	1
2522	1
3488	1
3510	1
9355	1
4695	1
7511	1
2512	1
4708	1
9351	1
9354	1
9363	1
4684	1
4707	1
4710	1
8069	1
7530	1
9368	1
9376	1
4700	1
4735	1
7663	1
4662	1
9536	1
4714	1
7677	1
2523	1
4767	1
4796	1
4696	1
7490	1
9380	1
3550	1
7699	1
9410	1
9441	1
9442	1
9583	1
9350	1
9468	1
9552	1
10773	1
11481	1
13420	1
13421	1
13422	1
13964	1
4178	1
10393	1
11645	1
14281	1
3661	1
4528	1
4605	1
4616	1
7656	1
9554	1
11651	1
12276	1
7487	1
7613	1
7616	1
7636	1
7654	1
7715	1
9315	1
9744	1
7485	1
3613	1
9506	1
3839	1
4762	1
9411	1
4647	1
4801	1
4810	1
9486	1
13331	1
4855	1
7713	1
9386	1
9789	1
7582	1
4759	1
9475	1
9715	1
7480	1
7533	1
7538	1
7649	1
7710	1
9370	1
9472	1
9346	1
9675	1
7478	1
9657	1
14100	1
7708	1
71	2
3796	2
4010	2
5650	2
6352	2
7284	2
7410	2
8120	2
10406	2
10558	2
10928	2
2015	2
2033	2
4372	2
4539	2
5048	2
5076	2
5097	2
5697	2
5756	2
6178	2
6302	2
6347	2
6410	2
6521	2
6620	2
7078	2
7113	2
7168	2
7767	2
7859	2
7881	2
8077	2
8158	2
10422	2
10539	2
10789	2
10791	2
10800	2
10989	2
11016	2
11152	2
11239	2
11319	2
11471	2
11588	2
11755	2
11774	2
11789	2
11798	2
11953	2
12053	2
12221	2
12237	2
13417	2
13435	2
13614	2
13689	2
13693	2
13710	2
13740	2
13770	2
13973	2
14082	2
14139	2
14151	2
14194	2
14315	2
6108	2
6344	2
10973	2
11142	2
11323	2
12078	2
12204	2
13333	2
13369	2
14206	2
7011	2
3998	2
5698	2
7071	2
7258	2
7951	2
10930	2
11168	2
11190	2
11330	2
11549	2
11622	2
11976	2
10496	2
10815	2
11741	2
613	2
1787	2
3513	2
4471	2
5676	2
10444	2
10855	2
10920	2
11223	2
11359	2
11483	2
11811	2
13366	2
13726	2
13885	2
13948	2
14025	2
1694	2
7344	2
7439	2
7949	2
10621	2
10985	2
14140	2
10538	2
6109	2
11215	2
11539	2
14125	2
7742	2
10260	2
10323	2
10345	2
10573	2
11470	2
11586	2
7829	2
3588	2
4179	2
10689	2
11282	2
11687	2
4167	2
4367	2
4997	2
5746	2
6114	2
6137	2
6188	2
6510	2
6540	2
10587	2
10918	2
11071	2
11208	2
11274	2
11292	2
11406	2
11950	2
12165	2
13409	2
13563	2
13818	2
13946	2
14440	2
13493	2
210	2
10267	2
11106	2
11766	2
13328	2
7752	2
11543	2
12250	2
13631	2
11275	2
7104	2
11133	2
11251	2
12137	2
13721	2
10501	2
13513	2
14066	2
8149	2
11668	2
6571	2
7012	2
13396	2
13658	2
13763	2
13990	2
13749	2
2044	2
4943	2
5086	2
6144	2
6428	2
7097	2
7431	2
7737	2
7869	2
8180	2
10492	2
10510	2
10710	2
10749	2
10950	2
11020	2
11070	2
11553	2
12253	2
13416	2
13467	2
13573	2
13654	2
13893	2
14079	2
14171	2
14229	2
14293	2
14431	2
14517	2
11662	2
11637	2
12115	2
11126	2
11944	2
109	3
200	3
701	3
2548	3
2551	3
4454	3
4911	3
5779	3
6201	3
6316	3
6432	3
6469	3
7021	3
7161	3
7754	3
8015	3
10506	3
10536	3
10750	3
10794	3
10827	3
10910	3
10911	3
10913	3
11104	3
11853	3
11854	3
12007	3
12179	3
13755	3
49	3
80	3
140	3
557	3
559	3
646	3
1744	3
1982	3
2003	3
2011	3
2019	3
2052	3
2150	3
2163	3
2379	3
2647	3
2648	3
2697	3
2712	3
2901	3
3079	3
3104	3
3113	3
3378	3
3451	3
3554	3
3569	3
3623	3
3670	3
3739	3
3751	3
3803	3
3816	3
3831	3
3850	3
3855	3
3950	3
3955	3
4151	3
4195	3
4277	3
4286	3
4306	3
4307	3
4313	3
4364	3
4390	3
4452	3
4455	3
4456	3
4465	3
4515	3
4519	3
4530	3
4536	3
4546	3
4566	3
4569	3
4573	3
4587	3
4922	3
4952	3
4958	3
4960	3
4966	3
4977	3
4986	3
4996	3
5002	3
5009	3
5015	3
5049	3
5055	3
5079	3
5080	3
5108	3
5113	3
5533	3
5540	3
5580	3
5642	3
5703	3
5706	3
5750	3
5752	3
5757	3
5762	3
5774	3
5778	3
5789	3
5798	3
5977	3
6071	3
6091	3
6095	3
6103	3
6128	3
6130	3
6179	3
6197	3
6198	3
6203	3
6233	3
6234	3
6249	3
6254	3
6266	3
6283	3
6295	3
6297	3
6303	3
6315	3
6321	3
6331	3
6334	3
6372	3
