#Network: Cit-HepTh.txt
#Nodes: 27770	Edges: 352807
#NodeId	EigenVector
1001	0.000056
9304045	0.000000
9308122	0.000025
9309097	0.000211
9311042	0.000028
9401139	0.000841
9404151	0.000036
9407087	0.002312
9408099	0.000883
9501030	0.000378
9503124	0.003972
9504090	0.000227
9504145	0.000874
9505025	0.000000
9505054	0.000037
9505105	0.000025
9505162	0.000014
9506048	0.000029
9506112	0.000014
9506144	0.000010
9507050	0.000023
9507158	0.000307
9508094	0.000004
9508155	0.000150
9510142	0.000001
9510225	0.000112
9510234	0.000004
9511030	0.000265
9511171	0.000005
9601108	0.000040
9602022	0.001695
9602114	0.000052
9603003	0.000024
9603150	0.000010
9603161	0.000054
9603167	0.018648
9605184	0.000028
9605222	0.000001
9606017	0.000076
9606040	0.000196
9607163	0.000148
9607207	0.000167
9608086	0.000001
9609070	0.000042
9609071	0.000028
9609239	0.000408
9611137	0.000050
9612108	0.000003
9701162	0.000016
9702094	0.000218
9702155	0.000107
9702198	0.000044
9703082	0.000005
9703166	0.001984
9704097	0.000009
9705030	0.000031
9705044	0.000063
9705104	0.000004
9705220	0.000007
9706005	0.000000
9707014	0.000007
9707042	0.000007
9707049	0.000000
9710230	0.000499
9711036	0.000001
9711104	0.000001
9712028	0.000138
9712042	0.000001
9802194	0.000003
9805056	0.000001
9805206	0.000000
9806094	0.000019
9810188	0.001712
9811217	0.000024
9905036	0.000002
9907041	0.000010
9908007	0.000018
9908144	0.000174
9909108	0.000027
9909120	0.000021
9909229	0.000004
9910238	0.000003
9910248	0.000001
9910268	0.000002
9204040	0.000000
9203084	0.000002
9204035	0.000001
9205041	0.000002
9207049	0.000017
9207111	0.000018
9301042	0.001529
9301043	0.000023
9201015	0.000000
9201040	0.000002
9201047	0.000000
9202046	0.000009
9202059	0.000000
9202092	0.000026
9203008	0.000000
9203031	0.000016
9204037	0.000000
9204046	0.000036
9205046	0.000187
9205060	0.000000
9205062	0.000000
9205068	0.000139
9206023	0.000000
9206051	0.000000
9206078	0.001098
9207016	0.000220
9208076	0.000296
9209052	0.000305
9210015	0.000002
9210021	0.000009
9210121	0.000294
9211021	0.000107
9211041	0.000000
9212089	0.000000
9301005	0.000001
9302033	0.000650
9302069	0.000000
9302126	0.000194
9303032	0.001500
9304155	0.000000
9305185	0.000017
9308042	0.003817
9305139	0.000874
9309140	0.000637
9204102	0.000306
9211097	0.000114
9402002	0.000098
9402005	0.000009
9402044	0.002386
9403195	0.000097
9403198	0.000373
9406128	0.000000
9205081	0.000016
9207053	0.000001
9208055	0.000000
9209016	0.000001
9211056	0.000016
9303057	0.000002
9305142	0.000002
9306052	0.001617
9306125	0.000000
9311120	0.000000
9402032	0.000651
9406105	0.000001
