#Network: twitter.txt
#Nodes: 81306	Edges: 1768149
#NodeId	EigenVector
34428380	0.000000
214328887	0.000000
28465635	0.000000
17116707	0.000000
18996905	0.000090
380580781	0.000000
153460275	0.000000
221036078	0.000000
17868918	0.000003
107830991	0.000000
222261763	0.000000
151338729	0.000000
19705747	0.000000
88323281	0.000000
149538028	0.000000
19933035	0.000000
17434613	0.000000
158419434	0.000000
153226312	0.000000
364971269	0.000000
279787626	0.000000
100581193	0.000000
69592091	0.000000
113058991	0.000000
187773078	0.000000
262802533	0.000000
406628822	0.000000
460282402	0.000000
437804658	0.000000
280935165	0.000000
27633075	0.000000
285312927	0.000000
131613362	0.000000
17675120	0.000000
394263193	0.000000
254839786	0.000000
21548772	0.000000
204317520	0.000000
172883064	0.000000
67864340	0.000000
297801196	0.000000
270449528	0.000000
8088112	0.000000
14925700	0.000105
307458983	0.000000
124528830	0.000000
160237722	0.000000
54228724	0.000000
220368467	0.000000
103598216	0.000000
206923844	0.000000
21146135	0.000000
207594668	0.000000
314316607	0.000000
451250774	0.000000
6581292	0.000000
31331740	0.000000
225444667	0.000000
196327549	0.000000
35415466	0.000000
274153775	0.000000
72818790	0.000000
40981798	0.000002
324201646	0.000000
430268163	0.000000
88097807	0.000000
276308596	0.000000
358775055	0.000000
15023872	0.000000
70492333	0.000000
16870853	0.000103
430313102	0.000000
35359596	0.000000
299715516	0.000000
248883350	0.000000
276577539	0.000000
157829215	0.000000
22462180	0.000000
107511013	0.000000
200559228	0.000000
258140947	0.000000
19493072	0.000000
123371682	0.000000
31414569	0.000000
461410856	0.000000
37699718	0.000000
117674417	0.000000
117901353	0.000000
231238695	0.000000
56860418	0.000000
43003845	0.000002
259842341	0.000000
413275344	0.000000
400689940	0.000000
26929220	0.000000
35148062	0.000000
166214735	0.000000
57490887	0.000000
15150609	0.000000
148519842	0.000000
17759158	0.000000
83943787	0.000000
125120339	0.000000
283306479	0.000000
220068522	0.000000
155661154	0.000000
195475105	0.000000
134940306	0.000000
115221382	0.000000
368018677	0.000000
439788025	0.000000
116498875	0.000000
262340283	0.000000
257236842	0.000000
128721580	0.000000
463952369	0.000000
247741328	0.000000
254610699	0.000000
226629405	0.000000
94621855	0.000000
529007327	0.000000
83417972	0.000000
236184723	0.000000
197504076	0.000000
86221475	0.000000
222411742	0.000000
250178329	0.000000
292598082	0.000000
145845459	0.000000
29911100	0.000000
27077521	0.000000
294752666	0.000000
163238842	0.000000
133055665	0.000000
238201669	0.000000
260769396	0.000000
288485704	0.000000
229425177	0.000000
252770012	0.000000
121533789	0.000000
203338499	0.000000
213777144	0.000000
46831674	0.000000
46209291	0.000000
18951737	0.000198
239144776	0.000000
28019653	0.000000
8163442	0.000000
447688115	0.000000
16503181	0.000000
116036694	0.000000
109740608	0.000000
179138862	0.000000
276706356	0.000000
236143101	0.000000
333161611	0.000000
19358562	0.000000
33612973	0.000000
226165839	0.000000
37270037	0.000000
49104918	0.000000
55033682	0.000000
83032174	0.000000
170460311	0.000000
152388029	0.000000
112939321	0.000000
265077741	0.000000
261447035	0.000000
120599128	0.000000
57828817	0.000000
186212304	0.000000
250340951	0.000000
59588845	0.000000
2367911	0.001861
74107696	0.000000
477094958	0.000000
233248636	0.000000
86799233	0.000000
17627996	0.000000
30971165	0.000000
271602109	0.000000
81446304	0.000000
282206645	0.000000
31317273	0.000000
204140367	0.000000
189875309	0.000000
170167167	0.000000
45333725	0.000000
222090651	0.000000
93224416	0.000000
355823615	0.000000
309782398	0.000000
253091523	0.000000
349413327	0.000000
375317198	0.000000
31246395	0.000000
200884513	0.000000
312284236	0.000000
260705759	0.000000
43640117	0.000000
236026868	0.000000
95260836	0.000000
63941463	0.000000
83155222	0.000000
73738774	0.000000
451493376	0.000000
100052945	0.000000
21272026	0.000000
33806113	0.000000
9695312	0.000207
272173354	0.000000
41472982	0.000000
287915525	0.000000
105259389	0.000000
31457243	0.000000
102765423	0.000000
273149543	0.000000
53222305	0.000000
215787132	0.000000
375228586	0.000000
11259362	0.000000
72680406	0.000000
767809	0.000000
16216637	0.000000
5992502	0.000000
30690708	0.000000
83876527	0.000000
17859804	0.000000
19681661	0.000000
22689667	0.000000
15465769	0.000000
57261575	0.000000
195409031	0.000000
22558481	0.000000
4126501	0.000000
18109441	0.000000
60607157	0.000000
16877939	0.000000
25615305	0.000000
46073276	0.000000
21734241	0.000000
166002579	0.000000
96770886	0.000000
6463042	0.000000
7712232	0.000000
99211591	0.000000
23930272	0.000000
16858804	0.000000
37977732	0.000000
44436825	0.000000
28359405	0.000000
451331227	0.000000
9973842	0.000000
55113	0.000000
124746917	0.000000
14677919	0.015770
41048052	0.000000
203827751	0.000000
10075442	0.000000
17477343	0.000000
17342842	0.000000
56318573	0.000000
83529586	0.000000
111615736	0.000000
9503302	0.000000
5533902	0.000000
14551276	0.000000
98976495	0.000379
17870886	0.000000
22200888	0.000000
88974843	0.000000
16967011	0.000000
163937752	0.000000
171145913	0.000000
21742517	0.000000
113415132	0.000000
79797834	0.014656
18758940	0.000000
138549366	0.000000
19230869	0.000000
84111527	0.000000
50944856	0.000000
117998529	0.000000
23150071	0.000000
14169740	0.000000
38718720	0.000000
93906304	0.000002
6127252	0.017882
20757640	0.000000
17902348	0.000000
59557446	0.000158
27703441	0.000000
23484510	0.000552
792998	0.000000
18344173	0.000040
20583098	0.000000
55019225	0.000000
2705	0.000000
557196973	0.000000
23483324	0.000890
21074641	0.000000
52073562	0.000000
30486243	0.000000
174118650	0.000000
25835874	0.000000
17293897	0.006362
349256925	0.000000
258681133	0.000000
454423088	0.000000
22879382	0.000000
155613846	0.000000
35476618	0.000000
137355085	0.000000
30204310	0.000000
291476217	0.000000
82030021	0.000067
236575672	0.000000
28149277	0.000004
17037417	0.000062
29514951	0.002590
111164068	0.000037
131601987	0.000135
94918917	0.000008
90722891	0.000004
159629146	0.000005
90779436	0.000131
22784458	0.000332
15999863	0.000000
191620115	0.000088
146556805	0.000004
95980722	0.000135
118811608	0.000000
104155395	0.000096
51477206	0.000008
14683518	0.000001
101903164	0.000000
34805698	0.000004
176872879	0.000000
37876253	0.000000
28144741	0.000000
293353298	0.000089
239257866	0.000109
14876672	0.007222
486930916	0.000000
101859065	0.000004
263907906	0.000000
23152989	0.000031
345707398	0.000000
61065794	0.000000
203623462	0.000000
102364313	0.000000
301695120	0.000000
37008705	0.000000
211670208	0.000000
352035443	0.000000
112819301	0.000000
250849104	0.000000
19153742	0.000000
161788974	0.000000
54581743	0.000000
147946019	0.000000
22440364	0.000000
235163686	0.000000
34507480	0.000000
54611487	0.000000
164422299	0.000000
243836182	0.000000
22592948	0.000000
27772095	0.000000
328158079	0.000000
58309829	0.000000
143838260	0.000000
222802532	0.000000
135268094	0.000000
23375688	0.000000
25970331	0.000000
19383317	0.000000
230505689	0.000000
100318079	0.000000
15460081	0.000000
206416476	0.000000
20271494	0.000000
169504184	0.000000
16824090	0.000000
115525090	0.000000
29654458	0.000000
14425825	0.000000
26649453	0.000000
243227325	0.000000
421412483	0.000000
63808966	0.000000
240944206	0.000000
16895295	0.000000
243273954	0.000000
226516599	0.000000
111990504	0.000000
163274846	0.000000
408060505	0.000000
309765553	0.000000
27090278	0.000000
225488317	0.000000
148081553	0.000000
197090502	0.000000
69373005	0.000000
48504743	0.000000
302936475	0.000000
480595611	0.000000
40968863	0.000000
34270956	0.000000
2883841	0.001327
325054079	0.000000
126470482	0.000000
181288376	0.000000
250988604	0.000000
171704225	0.000000
158526208	0.000000
192023970	0.000000
339373057	0.000000
193593048	0.000000
176222605	0.000000
244719623	0.000000
335678635	0.000000
79817691	0.000000
109698612	0.000000
208105146	0.000000
25592034	0.000000
333011515	0.000000
258490941	0.000000
342221618	0.000000
19507713	0.000006
32032000	0.000066
35918787	0.001714
16583672	0.000185
311776211	0.000000
20803125	0.001714
7861312	0.030005
16079941	0.001930
7860742	0.008087
9955652	0.000000
20747741	0.002155
462541005	0.000031
23559552	0.000001
17047105	0.003234
20106852	0.000327
20637608	0.000055
51246108	0.000000
18927441	0.002826
434725454	0.001714
15666380	0.016563
18666844	0.007250
21158690	0.002438
365014160	0.000000
16786977	0.002839
15271920	0.001714
369586333	0.000000
373018050	0.001718
16799897	0.004399
96747353	0.003295
18130749	0.000492
51162310	0.001616
130897520	0.000029
317846921	0.000000
438460947	0.000000
363426409	0.001740
58714972	0.001542
47799910	0.000000
16663695	0.000029
14888584	0.000129
31808762	0.001690
352226153	0.000000
315338495	0.000005
16909832	0.000146
300599613	0.000000
167744987	0.000000
362286999	0.011495
422066630	0.000000
126099878	0.001743
191638793	0.000000
390811153	0.000000
16038438	0.004784
794186	0.000088
394216985	0.003206
17105214	0.003989
7384432	0.001794
126042901	0.003849
62050341	0.000000
95820486	0.000000
15343773	0.009179
19049747	0.001849
60101131	0.003432
167010482	0.001714
7079062	0.000033
299715714	0.000000
18069427	0.000083
88501703	0.003264
405323682	0.001723
404376053	0.000031
20747847	0.002192
193059216	0.000000
7377812	0.003471
172959279	0.003271
14824849	0.013532
15439395	0.036907
212018296	0.000000
110481357	0.000000
15661871	0.012289
17092862	0.001743
224809136	0.000061
223247584	0.000091
14589257	0.003133
14111650	0.003634
310087940	0.001715
243058696	0.000000
18501326	0.001492
306472866	0.001743
18781900	0.000000
344334227	0.001714
7453822	0.004873
357268791	0.000000
8207762	0.001779
308324295	0.000000
16894839	0.004776
26841335	0.001948
280725732	0.001619
16218063	0.000000
467658266	0.000000
8715652	0.000001
33087222	0.000000
116511302	0.000000
40791597	0.000000
17158189	0.003206
18445879	0.001793
25495625	0.001714
19415126	0.000000
4893411	0.023680
143244854	0.006919
7081402	0.015750
23691649	0.000011
337131276	0.000000
127569781	0.005704
20661527	0.001788
14464369	0.004310
14424667	0.000110
22643137	0.004535
15643370	0.022196
46241448	0.003591
22857385	0.003423
16150457	0.000561
15913	0.007533
28521141	0.010667
18602163	0.001714
43662236	0.003040
40340464	0.001743
351671009	0.000000
